# ФОРМЫ ВОПРОСА СВОДА И ТО, ЧИТАЕТ ЛИ ИХ КТО-НИБУДЬ (06.09)
#
# СЛОВА ВОПРОСА НЕ ЧИТАЕТ НИКТО — не в одном суде, а в корпусе вообще.
# Порченый вопрос («кратн ли 7 числу 3?») остаётся вопросной половиной
# объявленной пары и покрыт правилом (б) закона покрытия; пара проверяет
# ВЕЛИЧИНЫ вопроса и их порядок, а слова — нет.
#
#     ЗАКОН ПАРЫ ЧИТАЕТ ВЕЛИЧИНЫ, И ПОТОМУ ОН СЛЕП НА ВОПРОС О СВОЙСТВЕ.
#     «чётно ли 32?» и «чётн ли 32?» несут одни и те же величины в одном
#     порядке — пара их не различает, а иного читателя у вопроса нет.
#
# ЧИТАЕТСЯ ли форма — проверено ПОРЧЕЙ первого слова вопроса в три буквы:
# если вердикт СТРОКИ дрогнул (ложь или немота), слова читал кто-то.
# Выборка: 40 строк на мир.
форма	миры	строк	читается	пример
{Носитель} paid # dollars. {Носитель} paid # dollars more. how many dollars does {Носитель} hold now?	verbs	1	да	Rosa paid 3 dollars. Rosa paid 4 dollars more. how many dollars does Rosa hold now?
{Носитель} patrzyła w inną stronę. dlatego {Носитель} nie zobaczyła znaku. dlaczego {Носитель} nie zobaczyła znaku?	behavior	1	да	Anna patrzyła w inną stronę. dlatego Anna nie zobaczyła znaku. dlaczego Anna nie zobaczyła znaku?
{Носитель} picked # apples. then she lost # of them. how many apples did {Носитель} pick initially?	pronouns	1	да	Ava picked 27 apples. then she lost 13 of them. how many apples did Ava pick initially?
{Носитель} planted # flowers. {Носитель} planted # flowers more. how many flowers does {Носитель} hold now?	verbs	1	да	Vera planted 4 flowers. Vera planted 4 flowers more. how many flowers does Vera hold now?
{Носитель} produced # eggs. {Носитель} produced # eggs more. how many eggs does {Носитель} hold now?	verbs	1	да	Tara produced 9 eggs. Tara produced 2 eggs more. how many eggs does Tara hold now?
{Носитель} quiere llegar a tiempo. por eso {Носитель} se apresura. ¿por qué {Носитель} se apresura?	behavior	1	да	Luis quiere llegar a tiempo. por eso Luis se apresura. ¿por qué Luis se apresura?
{Носитель} reads # books. {Носитель} writes # books more. how many books does {Носитель} own now?	gsmwide	1	да	Felix reads 10 books. Felix writes 2 books more. how many books does Felix own now?
{Носитель} reads # cards. {Носитель} writes # cards more. how many cards does {Носитель} own now?	gsmwide	1	да	Janet reads 6 cards. Janet writes 3 cards more. how many cards does Janet own now?
{Носитель} received # dollars. she spent # of them. how many dollars does {Носитель} hold?	pronouns	1	да	Grace received 28 dollars. she spent 3 of them. how many dollars does Grace hold?
{Носитель} robi to codziennie. dlatego {Носитель} robi to bez namysłu. dlaczego {Носитель} robi to bez namysłu?	behavior	1	да	Piotr robi to codziennie. dlatego Piotr robi to bez namysłu. dlaczego Piotr robi to bez namysłu?
{Носитель} s cats lay # eggs. {Носитель} s cats lay # eggs more. how many eggs do the cats hold now?	gsmwide	1	да	Dan s cats lay 5 eggs. Dan s cats lay 3 eggs more. how many eggs do the cats hold now?
{Носитель} s ducks lay # eggs. {Носитель} s ducks lay # egg more. how many eggs do the ducks hold now?	gsmwide	1	да	Dan s ducks lay 3 eggs. Dan s ducks lay 1 egg more. how many eggs do the ducks hold now?
{Носитель} s goats lay # eggs. {Носитель} s goats lay # eggs more. how many eggs do the goats hold now?	gsmwide	1	да	Hugo s goats lay 6 eggs. Hugo s goats lay 3 eggs more. how many eggs do the goats hold now?
{Носитель} s hens lay # eggs. {Носитель} s hens lay # egg more. how many eggs do the hens hold now?	gsmwide	1	да	Hugo s hens lay 4 eggs. Hugo s hens lay 1 egg more. how many eggs do the hens hold now?
{Носитель} saw # paintings. {Носитель} saw # paintings more. how many paintings does {Носитель} hold now?	verbs	1	да	Vera saw 4 paintings. Vera saw 4 paintings more. how many paintings does Vera hold now?
{Носитель} schwimmt im {Носитель} — ist das eine {Носитель} oder eine {Носитель}?	opinion	1	да	Eis schwimmt im Wasser — ist das eine Tatsache oder eine Meinung?
{Носитель} scored # degrees. {Носитель} adds # degree more. how many degrees does {Носитель} hold now?	gsmwide	1	да	Elena scored 6 degrees. Elena adds 1 degree more. how many degrees does Elena hold now?
{Носитель} scored # degrees. {Носитель} adds # degrees more. how many degrees does {Носитель} hold now?	gsmwide	1	да	Lena scored 10 degrees. Lena adds 3 degrees more. how many degrees does Lena hold now?
{Носитель} scored # points. {Носитель} adds # point more. how many points does {Носитель} hold now?	gsmwide	1	да	Hugo scored 7 points. Hugo adds 1 point more. how many points does Hugo hold now?
{Носитель} scored # points. {Носитель} adds # points more. how many points does {Носитель} hold now?	gsmwide	1	да	Grace scored 5 points. Grace adds 3 points more. how many points does Grace hold now?
{Носитель} sleeps # hours every day. how much in # days?	heads	1	да	Mary sleeps 2 hours every day. how much in 2 days?
{Носитель} takes # calories. {Носитель} drops # calories away. how many calories does {Носитель} save?	gsmwide	1	да	Ben takes 5 calories. Ben drops 2 calories away. how many calories does Ben save?
{Носитель} takes # cards. {Носитель} loses # cards away. how many cards does {Носитель} save?	gsmlex	1	да	Felix takes 8 cards. Felix loses 3 cards away. how many cards does Felix save?
{Носитель} takes # coins. {Носитель} loses # coin away. how many coins does {Носитель} save?	gsmlex	1	да	Hugo takes 5 coins. Hugo loses 1 coin away. how many coins does Hugo save?
{Носитель} takes # cookies. {Носитель} needs # cookie more. how many cookies does {Носитель} own now?	gsmlex	1	да	Felix takes 7 cookies. Felix needs 1 cookie more. how many cookies does Felix own now?
{Носитель} takes # days. {Носитель} needs # day more. how many days does {Носитель} own now?	gsmlex	1	да	Ben takes 6 days. Ben needs 1 day more. how many days does Ben own now?
{Носитель} takes # dollars. {Носитель} needs # dollars more. how many dollars does {Носитель} own now?	gsmlex	1	да	Hugo takes 5 dollars. Hugo needs 2 dollars more. how many dollars does Hugo own now?
{Носитель} takes # hours. {Носитель} needs # hour more. how many hours does {Носитель} own now?	gsmlex	1	да	Carla takes 10 hours. Carla needs 1 hour more. how many hours does Carla own now?
{Носитель} takes # minutes. {Носитель} drops # minute away. how many minutes does {Носитель} save?	gsmwide	1	да	Janet takes 9 minutes. Janet drops 1 minute away. how many minutes does Janet save?
{Носитель} takes # minutes. {Носитель} loses # minutes away. how many minutes does {Носитель} save?	gsmlex	1	да	Elena takes 11 minutes. Elena loses 2 minutes away. how many minutes does Elena save?
{Носитель} takes # pages. {Носитель} drops # pages away. how many pages does {Носитель} save?	gsmwide	1	да	Grace takes 4 pages. Grace drops 2 pages away. how many pages does Grace save?
{Носитель} takes # pieces. {Носитель} drops # pieces away. how many pieces does {Носитель} save?	gsmwide	1	да	Hugo takes 6 pieces. Hugo drops 3 pieces away. how many pieces does Hugo save?
{Носитель} takes # pieces. {Носитель} needs # pieces more. how many pieces does {Носитель} own now?	gsmlex	1	да	Dan takes 4 pieces. Dan needs 2 pieces more. how many pieces does Dan own now?
{Носитель} takes # pounds. {Носитель} loses # pound away. how many pounds does {Носитель} save?	gsmlex	1	да	Elena takes 7 pounds. Elena loses 1 pound away. how many pounds does Elena save?
{Носитель} takes # pounds. {Носитель} loses # pounds away. how many pounds does {Носитель} save?	gsmlex	1	да	Ava takes 12 pounds. Ava loses 2 pounds away. how many pounds does Ava save?
{Носитель} takes # slices. {Носитель} loses # slice away. how many slices does {Носитель} save?	gsmlex	1	да	Carla takes 4 slices. Carla loses 1 slice away. how many slices does Carla save?
{Носитель} takes # weeks. {Носитель} needs # week more. how many weeks does {Носитель} own now?	gsmlex	1	да	Dan takes 10 weeks. Dan needs 1 week more. how many weeks does Dan own now?
{Носитель} takes # weeks. {Носитель} needs # weeks more. how many weeks does {Носитель} own now?	gsmlex	1	да	Ava takes 11 weeks. Ava needs 3 weeks more. how many weeks does Ava own now?
{Носитель} tem # bolas. ele deu # bolas. quantas lhe restam?	anaphora	1	да	Pedro tem 7 bolas. ele deu 2 bolas. quantas lhe restam?
{Носитель} tem # canetas mais # ovos. quantas coisas {Носитель} tem no total?	joints	1	да	Tiago tem 6 canetas mais 26 ovos. quantas coisas Tiago tem no total?
{Носитель} tem # canetas. é verdade?	links	1	да	Tiago tem 12 canetas. é verdade?
{Носитель} tem # cartas e # flores. quantas coisas {Носитель} tem no total?	joints	1	да	Tiago tem 39 cartas e 13 flores. quantas coisas Tiago tem no total?
{Носитель} tem # cartas, # canetas, # maçãs. quantas coisas {Носитель} tem no total?	joints	1	да	Ana tem 37 cartas, 25 canetas, 10 maçãs. quantas coisas Ana tem no total?
{Носитель} tem # flores e # canetas. quantas coisas {Носитель} tem no total?	action_pages	1	да	Ana tem 17 flores e 103 canetas. quantas coisas Ana tem no total?
{Носитель} tem # livros. ele deu # livros. quantas lhe restam?	anaphora	1	да	Rui tem 20 livros. ele deu 8 livros. quantas lhe restam?
{Носитель} tem # maçãs. ele deu # maçãs. quantas lhe restam?	anaphora	1	да	Pedro tem 20 maçãs. ele deu 8 maçãs. quantas lhe restam?
{Носитель} tem # moedas mais # flores. quantas coisas {Носитель} tem no total?	joints	1	да	Maria tem 34 moedas mais 44 flores. quantas coisas Maria tem no total?
{Носитель} tem # moedas. ele deu # moedas. quantas lhe restam?	anaphora	1	да	Pedro tem 9 moedas. ele deu 4 moedas. quantas lhe restam?
{Носитель} tenía # balones. {Носитель} perdió # balones. ¿cuántos balones le quedan a {Носитель}?	action_pages	1	да	Luis tenía 21 balones. Luis perdió 12 balones. ¿cuántos balones le quedan a Luis?
{Носитель} tenía # huevos. recibió algunos huevos más. ahora tiene # huevos. ¿cuántos huevos recibió?	svamp	1	да	Diego tenía 25 huevos. recibió algunos huevos más. ahora tiene 32 huevos. ¿cuántos huevos recibió?
{Носитель} tenía # libros y {Носитель} tenía # libros. {Носитель} le dio # libros. ¿cuántos libros tiene {Носитель} ahora?	pronobject	1	да	Elena tenía 14 libros y Carlos tenía 3 libros. Elena le dio 6 libros. ¿cuántos libros tiene Carlos ahora?
{Носитель} tenía # libros y {Носитель} y {Носитель} tenían # libros. {Носитель} les dio # libros. ¿cuántos libros tiene {Носитель} ahora?	pronobject	1	да	Pablo tenía 16 libros y Ana y Elena tenían 4 libros. Pablo les dio 7 libros. ¿cuántos libros tiene Pablo ahora
{Носитель} tenía # libros. ella dio # libros a su madre. ¿cuántos libros tiene {Носитель} ahora?	kinbearer	1	да	Ana tenía 22 libros. ella dio 8 libros a su madre. ¿cuántos libros tiene Ana ahora?
{Носитель} tenía # lápices y su madre tenía # lápices. su madre le dio # lápices, y {Носитель} dio # lápices a su madre. ¿cuántos lápices tiene su madre ahora?	kinbearer	1	да	Ana tenía 5 lápices y su madre tenía 16 lápices. su madre le dio 4 lápices, y Ana dio 10 lápices a su madre. ¿
{Носитель} tenía # lápices y su padre tenía # lápices. su padre le dio # lápices, y {Носитель} dio # lápices a su padre. ¿cuántos lápices tiene su padre ahora?	kinbearer	1	да	Ana tenía 4 lápices y su padre tenía 12 lápices. su padre le dio 3 lápices, y Ana dio 5 lápices a su padre. ¿c
{Носитель} tenía # lápices. su madre le dio # lápices más. ¿cuántos lápices tiene {Носитель} ahora?	kinbearer	1	да	Ana tenía 5 lápices. su madre le dio 4 lápices más. ¿cuántos lápices tiene Ana ahora?
{Носитель} tenía # lápices. su padre le dio # lápices más. ¿quién le dio los lápices a {Носитель}?	kinbearer	1	да	Ana tenía 12 lápices. su padre le dio 7 lápices más. ¿quién le dio los lápices a Ana?
{Носитель} tenía # manzanas. {Носитель} vendió # manzanas. ¿cuántas manzanas le quedan a {Носитель}?	action_pages	1	да	Pablo tenía 57 manzanas. Pablo vendió 21 manzanas. ¿cuántas manzanas le quedan a Pablo?
{Носитель} tiene # aplicaciones. {Носитель} tiene # aplicaciones. ¿cuántas aplicaciones más tiene {Носитель} que {Носитель}?	cmpframes	1	да	Diego tiene 33 aplicaciones. Elena tiene 45 aplicaciones. ¿cuántas aplicaciones más tiene Elena que Diego?
{Носитель} tiene # bolígrafo y Lucía tiene # bolígrafos. ¿cuántos bolígrafos tiene Lucía?	holdforms	1	да	Luis tiene 1 bolígrafo y Lucía tiene 11 bolígrafos. ¿cuántos bolígrafos tiene Lucía?
{Носитель} tiene # bolígrafos. ¿y {Носитель}?	links	1	да	Elena tiene 15 bolígrafos. ¿y Carlos?
{Носитель} tiene # cartas, # huevos, # libros. ¿cuántas cosas tiene {Носитель} en total?	joints	1	да	Elena tiene 11 cartas, 15 huevos, 4 libros. ¿cuántas cosas tiene Elena en total?
{Носитель} tiene # cartas. ¿qué tiene {Носитель}?	holdforms	1	да	Marta tiene 34 cartas. ¿qué tiene Marta?
{Носитель} tiene # chapas. {Носитель} tiene # chapas. ¿quién tiene más chapas?	cmpframes	1	да	Ana tiene 16 chapas. Luis tiene 16 chapas. ¿quién tiene más chapas?
{Носитель} tiene # flores, # libros, # moneda. ¿cuántas cosas tiene {Носитель} en total?	joints	1	да	Diego tiene 6 flores, 14 libros, 1 moneda. ¿cuántas cosas tiene Diego en total?
{Носитель} tiene # huevos, {Носитель} tiene # huevos. ¿y si fuera al revés?	links	1	да	Ana tiene 15 huevos, Pablo tiene 4 huevos. ¿y si fuera al revés?
{Носитель} tiene # libros azules. ¿de qué color son los libros?	sceneforms	1	да	Marta tiene 2 libros azules. ¿de qué color son los libros?
{Носитель} tiene # libros, # balones y # flores. ¿cuántas cosas tiene {Носитель} en total?	joints	1	да	Marta tiene 32 libros, 8 balones y 7 flores. ¿cuántas cosas tiene Marta en total?
{Носитель} tiene # manzanas, # flores y # bolígrafos. ¿cuántas cosas tiene {Носитель} en total?	joints	1	да	Elena tiene 21 manzanas, 49 flores y 10 bolígrafos. ¿cuántas cosas tiene Elena en total?
{Носитель} tiene # manzanas. Lucía tiene # manzanas. ¿cuántas manzanas tienen juntos?	action_pages	1	да	Diego tiene 5 manzanas. Lucía tiene 9 manzanas. ¿cuántas manzanas tienen juntos?
{Носитель} tiene # manzanas. ¿estás de acuerdo?	links	1	да	Ana tiene 19 manzanas. ¿estás de acuerdo?
{Носитель} tiene # monedas azules. ¿de qué color son las monedas?	sceneforms	1	да	Ana tiene 24 monedas azules. ¿de qué color son las monedas?
